County,State,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,total_cases
Middlesex County,New Jersey,81.0,134.0,89.0,66.0,81.0,53.0,73.0,54.0,182.0,134.0,221.0,158.0,160.0,220.0,288.0,303.0,321.0,154.0,171.0,111.0,84.0,327.0,445,3910.0
Monmouth County,New Jersey,168.0,167.0,211.0,242.0,272.0,285.0,278.0,259.0,409.0,336.0,356.0,337.0,372.0,439.0,530.0,492.0,550.0,506.0,368.0,278.0,304.0,574.0,674,8407.0
Morris County,New Jersey,416.0,398.0,440.0,339.0,524.0,292.0,330.0,404.0,640.0,479.0,478.0,401.0,558.0,408.0,572.0,539.0,649.0,472.0,425.0,299.0,447.0,586.0,674,10770.0
Ocean County,New Jersey,105.0,126.0,166.0,220.0,182.0,149.0,203.0,149.0,189.0,249.0,222.0,204.0,210.0,232.0,290.0,274.0,302.0,290.0,225.0,84.0,228.0,504.0,611,5414.0
Passaic County,New Jersey,21.0,35.0,65.0,78.0,66.0,46.0,91.0,156.0,253.0,177.0,173.0,172.0,180.0,190.0,244.0,204.0,165.0,149.0,132.0,90.0,172.0,266.0,324,3449.0
Salem County,New Jersey,29.0,21.0,26.0,22.0,33.0,9.0,56.0,44.0,45.0,30.0,65.0,53.0,52.0,19.0,37.0,32.0,45.0,58.0,46.0,37.0,33.0,39.0,52,883.0
Somerset County,New Jersey,128.0,128.0,148.0,146.0,162.0,134.0,149.0,153.0,256.0,204.0,171.0,251.0,215.0,144.0,258.0,216.0,280.0,225.0,200.0,139.0,138.0,342.0,390,4577.0
Sussex County,New Jersey,155.0,262.0,336.0,219.0,246.0,270.0,354.0,353.0,434.0,399.0,442.0,335.0,347.0,258.0,309.0,260.0,331.0,246.0,251.0,139.0,362.0,423.0,530,7261.0
Union County,New Jersey,16.0,33.0,39.0,61.0,24.0,25.0,55.0,67.0,88.0,67.0,89.0,76.0,78.0,59.0,107.0,95.0,110.0,92.0,62.0,41.0,61.0,124.0,149,1618.0
Warren County,New Jersey,149.0,195.0,240.0,135.0,217.0,159.0,267.0,257.0,292.0,188.0,282.0,196.0,213.0,108.0,269.0,243.0,393.0,244.0,242.0,197.0,201.0,252.0,413,5352.0
Bernalillo County,New Mexico,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5,28.0
Catron County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Chaves County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Cibola County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Colfax County,New Mexico,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Curry County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
De Baca County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Doña Ana County,New Mexico,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,6.0
Eddy County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Grant County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Guadalupe County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Harding County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Hidalgo County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lea County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0
Lincoln County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
Los Alamos County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0
Luna County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
McKinley County,New Mexico,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Mora County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Otero County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Quay County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Rio Arriba County,New Mexico,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Roosevelt County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Sandoval County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,6.0
San Juan County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
San Miguel County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Santa Fe County,New Mexico,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1,15.0
Sierra County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0
Socorro County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Taos County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0
Torrance County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Union County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Valencia County,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Albany County,New York,66.0,165.0,99.0,226.0,307.0,348.0,427.0,638.0,276.0,157.0,364.0,114.0,123.0,104.0,129.0,53.0,155.0,116.0,143.0,54.0,89.0,381.0,481,5015.0
Allegany County,New York,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,6.0,3.0,4.0,3.0,1.0,6.0,4.0,14.0,5.0,14.0,11.0,34.0,109.0,185,415.0
Bronx County,New York,8.0,9.0,20.0,28.0,27.0,18.0,33.0,73.0,74.0,57.0,39.0,32.0,47.0,49.0,46.0,51.0,47.0,34.0,25.0,23.0,30.0,114.0,222,1106.0
Broome County,New York,0.0,1.0,5.0,5.0,11.0,4.0,3.0,19.0,24.0,22.0,62.0,64.0,109.0,65.0,47.0,63.0,100.0,56.0,76.0,43.0,106.0,281.0,357,1523.0
Cattaraugus County,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,6.0,3.0,4.0,5.0,12.0,12.0,29.0,17.0,51.0,14.0,30.0,114.0,176,489.0
Cayuga County,New York,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,10.0,2.0,2.0,3.0,12.0,7.0,11.0,7.0,20.0,7.0,36.0,22.0,38.0,63.0,111,358.0
Chautauqua County,New York,2.0,0.0,1.0,2.0,3.0,1.0,2.0,7.0,8.0,3.0,7.0,6.0,9.0,6.0,2.0,4.0,4.0,9.0,31.0,9.0,12.0,84.0,163,375.0
Chemung County,New York,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,7.0,6.0,25.0,30.0,62.0,94.0,115.0,21.0,8.0,2.0,15.0,73.0,105,574.0
Chenango County,New York,0.0,2.0,0.0,0.0,1.0,2.0,7.0,4.0,10.0,8.0,20.0,14.0,34.0,37.0,63.0,44.0,127.0,83.0,29.0,29.0,37.0,164.0,203,918.0
Clinton County,New York,5.0,2.0,9.0,5.0,5.0,3.0,1.0,7.0,6.0,9.0,13.0,9.0,38.0,25.0,22.0,30.0,55.0,42.0,61.0,14.0,9.0,72.0,113,555.0
Columbia County,New York,647.0,999.0,904.0,404.0,362.0,375.0,318.0,584.0,356.0,220.0,238.0,183.0,216.0,185.0,238.0,202.0,237.0,129.0,188.0,101.0,123.0,142.0,162,7513.0
Cortland County,New York,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,4.0,4.0,7.0,8.0,14.0,11.0,25.0,46.0,22.0,92.0,52.0,73.0,59.0,106,536.0
Delaware County,New York,2.0,2.0,0.0,2.0,6.0,2.0,4.0,9.0,9.0,8.0,10.0,13.0,23.0,25.0,48.0,55.0,124.0,38.0,50.0,26.0,17.0,235.0,244,952.0
Dutchess County,New York,1121.0,1720.0,1283.0,1076.0,1398.0,930.0,551.0,1141.0,413.0,206.0,205.0,132.0,173.0,225.0,171.0,132.0,194.0,292.0,275.0,59.0,77.0,1175.0,1065,14014.0
Erie County,New York,4.0,4.0,1.0,1.0,10.0,4.0,7.0,8.0,14.0,15.0,14.0,11.0,21.0,30.0,23.0,53.0,89.0,66.0,31.0,39.0,55.0,221.0,400,1121.0
Essex County,New York,2.0,2.0,1.0,2.0,1.0,4.0,6.0,24.0,43.0,24.0,16.0,22.0,83.0,32.0,45.0,75.0,61.0,17.0,36.0,4.0,2.0,102.0,138,742.0
Franklin County,New York,0.0,3.0,1.0,0.0,1.0,2.0,1.0,5.0,5.0,7.0,9.0,7.0,18.0,9.0,12.0,15.0,41.0,23.0,68.0,13.0,9.0,53.0,21,323.0
Fulton County,New York,1.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,10.0,3.0,8.0,9.0,23.0,13.0,24.0,6.0,40.0,29.0,78.0,42.0,39.0,52.0,71,458.0
Genesee County,New York,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,10.0,6.0,6.0,6.0,14.0,4.0,12.0,11.0,33,112.0
Greene County,New York,95.0,179.0,119.0,99.0,121.0,147.0,157.0,313.0,247.0,127.0,148.0,114.0,204.0,131.0,156.0,121.0,152.0,69.0,83.0,52.0,86.0,158.0,177,3255.0
Hamilton County,New York,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,6,25.0
Herkimer County,New York,1.0,3.0,2.0,2.0,2.0,5.0,4.0,11.0,15.0,9.0,12.0,23.0,38.0,20.0,35.0,25.0,48.0,31.0,46.0,11.0,43.0,109.0,187,682.0
Jefferson County,New York,4.0,7.0,1.0,1.0,2.0,14.0,8.0,37.0,49.0,30.0,44.0,43.0,101.0,29.0,18.0,15.0,19.0,14.0,31.0,5.0,3.0,159.0,243,877.0
Kings County,New York,5.0,13.0,42.0,60.0,71.0,79.0,82.0,178.0,255.0,156.0,178.0,125.0,245.0,285.0,331.0,322.0,381.0,281.0,281.0,284.0,341.0,771.0,1200,5966.0
Lewis County,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,7.0,7.0,4.0,9.0,16.0,19.0,14.0,43.0,18.0,61.0,54.0,65,327.0
Livingston County,New York,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,2.0,3.0,14.0,13.0,43.0,12.0,18.0,75.0,129,329.0
Madison County,New York,2.0,5.0,4.0,3.0,3.0,1.0,0.0,11.0,6.0,8.0,14.0,6.0,35.0,7.0,17.0,29.0,67.0,57.0,82.0,0.0,11.0,86.0,149,603.0
Monroe County,New York,3.0,4.0,3.0,4.0,10.0,6.0,10.0,12.0,25.0,13.0,22.0,40.0,89.0,60.0,45.0,53.0,85.0,45.0,37.0,18.0,34.0,306.0,442,1366.0
Montgomery County,New York,1.0,1.0,1.0,2.0,3.0,4.0,7.0,25.0,21.0,23.0,30.0,20.0,26.0,18.0,22.0,14.0,42.0,49.0,57.0,26.0,5.0,58.0,79,534.0
Nassau County,New York,48.0,82.0,75.0,59.0,122.0,116.0,104.0,40.0,122.0,21.0,30.0,14.0,25.0,25.0,44.0,48.0,30.0,31.0,29.0,28.0,28.0,512.0,691,2324.0
New York County,New York,37.0,23.0,105.0,189.0,225.0,170.0,221.0,403.0,528.0,362.0,352.0,262.0,308.0,337.0,326.0,322.0,383.0,264.0,286.0,243.0,281.0,779.0,1114,7520.0
Niagara County,New York,1.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,5.0,7.0,5.0,0.0,7.0,2.0,3.0,5.0,2.0,20.0,40,119.0
Oneida County,New York,1.0,2.0,2.0,1.0,5.0,3.0,9.0,26.0,14.0,18.0,49.0,36.0,82.0,41.0,32.0,13.0,20.0,24.0,29.0,37.0,44.0,273.0,332,1093.0
Onondaga County,New York,5.0,9.0,7.0,11.0,10.0,13.0,10.0,67.0,35.0,29.0,86.0,24.0,45.0,40.0,43.0,18.0,66.0,71.0,38.0,13.0,35.0,355.0,579,1609.0
Ontario County,New York,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,7.0,18.0,15.0,26.0,21.0,62.0,34.0,37.0,14.0,33.0,141.0,233,666.0
Orange County,New York,532.0,541.0,587.0,518.0,536.0,467.0,290.0,396.0,419.0,241.0,316.0,189.0,257.0,194.0,206.0,166.0,158.0,145.0,115.0,51.0,94.0,939.0,1201,8558.0
Orleans County,New York,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,2.0,2.0,5.0,6.0,1.0,3.0,12.0,17,61.0
Oswego County,New York,2.0,0.0,4.0,3.0,0.0,1.0,4.0,6.0,4.0,5.0,8.0,17.0,56.0,35.0,51.0,76.0,125.0,34.0,40.0,17.0,28.0,205.0,232,953.0
Otsego County,New York,1.0,3.0,2.0,1.0,0.0,2.0,8.0,14.0,13.0,17.0,35.0,32.0,63.0,53.0,39.0,39.0,88.0,45.0,90.0,21.0,22.0,315.0,358,1261.0
Putnam County,New York,211.0,247.0,303.0,205.0,191.0,149.0,140.0,202.0,133.0,61.0,102.0,76.0,125.0,98.0,122.0,113.0,129.0,168.0,121.0,53.0,72.0,276.0,347,3644.0
Queens County,New York,8.0,11.0,41.0,42.0,46.0,21.0,52.0,104.0,134.0,118.0,117.0,88.0,104.0,103.0,114.0,128.0,149.0,85.0,111.0,114.0,111.0,223.0,477,2501.0
Rensselaer County,New York,88.0,122.0,157.0,200.0,208.0,271.0,349.0,542.0,296.0,148.0,281.0,214.0,310.0,196.0,229.0,188.0,226.0,107.0,170.0,92.0,125.0,357.0,481,5357.0
Richmond County,New York,5.0,3.0,12.0,37.0,31.0,17.0,29.0,50.0,60.0,34.0,45.0,35.0,39.0,75.0,121.0,123.0,123.0,88.0,53.0,48.0,55.0,127.0,248,1458.0
Rockland County,New York,97.0,120.0,196.0,167.0,254.0,243.0,200.0,353.0,325.0,99.0,96.0,88.0,108.0,99.0,126.0,53.0,49.0,48.0,48.0,54.0,51.0,555.0,626,4055.0
St. Lawrence County,New York,1.0,1.0,4.0,2.0,2.0,1.0,10.0,25.0,47.0,33.0,40.0,50.0,155.0,111.0,53.0,57.0,93.0,33.0,88.0,26.0,46.0,215.0,113,1206.0
Saratoga County,New York,15.0,15.0,11.0,42.0,69.0,83.0,126.0,364.0,148.0,104.0,170.0,136.0,207.0,67.0,124.0,106.0,121.0,77.0,126.0,56.0,65.0,219.0,243,2694.0
Schenectady County,New York,3.0,7.0,13.0,17.0,26.0,22.0,34.0,93.0,38.0,23.0,30.0,18.0,29.0,23.0,38.0,32.0,29.0,19.0,22.0,9.0,12.0,97.0,138,772.0
Schoharie County,New York,2.0,2.0,2.0,2.0,4.0,5.0,11.0,23.0,26.0,14.0,29.0,12.0,31.0,20.0,33.0,30.0,59.0,73.0,78.0,16.0,10.0,104.0,152,738.0
Schuyler County,New York,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,7.0,14.0,34.0,9.0,26.0,20.0,46.0,24.0,39.0,14.0,32.0,46.0,61,382.0
Seneca County,New York,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,8.0,4.0,4.0,2.0,8.0,12.0,18.0,12.0,27.0,6.0,11.0,27.0,38,187.0
Steuben County,New York,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,3.0,4.0,9.0,20.0,23.0,36.0,68.0,105.0,74.0,23.0,10.0,26.0,146.0,256,811.0
Suffolk County,New York,417.0,513.0,288.0,561.0,542.0,190.0,124.0,542.0,216.0,297.0,334.0,240.0,201.0,231.0,256.0,243.0,202.0,193.0,151.0,105.0,145.0,2667.0,3262,11920.0
Sullivan County,New York,8.0,18.0,15.0,39.0,36.0,34.0,69.0,118.0,50.0,38.0,37.0,23.0,26.0,22.0,26.0,21.0,15.0,14.0,26.0,0.0,5.0,268.0,360,1268.0
Tioga County,New York,3.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,7.0,16.0,24.0,27.0,61.0,42.0,82.0,65.0,30.0,19.0,30.0,8.0,19.0,115.0,160,725.0
Tompkins County,New York,3.0,5.0,10.0,5.0,3.0,2.0,8.0,42.0,49.0,70.0,145.0,21.0,43.0,29.0,37.0,39.0,72.0,58.0,55.0,37.0,44.0,266.0,399,1442.0
Ulster County,New York,202.0,334.0,300.0,295.0,400.0,358.0,361.0,778.0,582.0,269.0,193.0,152.0,222.0,197.0,201.0,138.0,179.0,116.0,139.0,39.0,54.0,772.0,893,7174.0
Warren County,New York,3.0,1.0,0.0,9.0,12.0,12.0,20.0,20.0,94.0,34.0,19.0,33.0,76.0,46.0,32.0,28.0,14.0,11.0,53.0,12.0,16.0,164.0,227,936.0
Washington County,New York,0.0,1.0,5.0,17.0,22.0,56.0,83.0,183.0,181.0,115.0,272.0,77.0,127.0,58.0,68.0,47.0,36.0,17.0,47.0,31.0,31.0,225.0,301,2000.0
Wayne County,New York,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,15.0,7.0,13.0,17.0,21.0,15.0,48.0,20.0,52.0,46.0,70,338.0
Westchester County,New York,413.0,339.0,746.0,746.0,458.0,263.0,251.0,264.0,207.0,114.0,167.0,71.0,79.0,92.0,150.0,99.0,108.0,113.0,79.0,56.0,1.0,974.0,1317,7107.0
Wyoming County,New York,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,11.0,3.0,15.0,23.0,41,117.0
Yates County,New York,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,14.0,13.0,23.0,16.0,56.0,32.0,14.0,13.0,28.0,49.0,82,352.0
Alamance County,North Carolina,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,0.0,1,29.0
Alexander County,North Carolina,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1,17.0
Alleghany County,North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,12.0,10.0,20.0,12.0,12.0,16.0,20.0,4,110.0
Anson County,North Carolina,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,8.0
Ashe County,North Carolina,1.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,10.0,8.0,15.0,39.0,36.0,41.0,38.0,9,214.0
Avery County,North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6,11.0
Beaufort County,North Carolina,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0,8.0
Bertie County,North Carolina,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0
Bladen County,North Carolina,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0,13.0
Brunswick County,North Carolina,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,5.0,9.0,4.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,2,51.0
Buncombe County,North Carolina,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,4.0,5.0,14.0,17.0,20.0,18.0,26.0,46.0,35.0,42.0,37,276.0
Burke County,North Carolina,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1,9.0
Cabarrus County,North Carolina,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,4,39.0
Caldwell County,North Carolina,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,3.0,3,25.0
Camden County,North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,5.0
Carteret County,North Carolina,0.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,6.0,5.0,5.0,0.0,0.0,0,53.0
Caswell County,North Carolina,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,7.0
Catawba County,North Carolina,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,7.0,1.0,3.0,1.0,1,25.0
Chatham County,North Carolina,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,27.0
Cherokee County,North Carolina,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
Chowan County,North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
Clay County,North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Cleveland County,North Carolina,0.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,20.0
Columbus County,North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
Craven County,North Carolina,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,6.0,7.0,5.0,7.0,2.0,5.0,4.0,2.0,0.0,1,53.0
Cumberland County,North Carolina,0.0,4.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,12.0,8.0,3.0,5.0,13.0,4.0,13.0,13.0,3.0,1.0,1.0,6,104.0
Currituck County,North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0,12.0
